TITLE = "Vector"
variables = X,Y,U,V
Zone I=101,J=101,F=POINT
0	0	0	0
1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	0	0	0
6	0	0	0
7	0	0	0
8	0	0	0
9	0	0	0
10	0	0	0
11	0	0	0
12	0	0	0
13	0	0	0
14	0	0	0
15	0	0	0
16	0	0	0
17	0	0	0
18	0	0	0
19	0	0	0
20	0	0	0
21	0	0	0
22	0	0	0
23	0	0	0
24	0	0	0
25	0	0	0
26	0	0	0
27	0	0	0
28	0	0	0
29	0	0	0
30	0	0	0
31	0	0	0
32	0	0	0
33	0	0	0
34	0	0	0
35	0	0	0
36	0	0	0
37	0	0	0
38	0	0	0
39	0	0	0
40	0	0	0
41	0	0	0
42	0	0	0
43	0	0	0
44	0	0	0
45	0	0	0
46	0	0	0
47	0	0	0
48	0	0	0
49	0	0	0
50	0	0	0
51	0	0	0
52	0	0	0
53	0	0	0
54	0	0	0
55	0	0	0
56	0	0	0
57	0	0	0
58	0	0	0
59	0	0	0
60	0	0	0
61	0	0	0
62	0	0	0
63	0	0	0
64	0	0	0
65	0	0	0
66	0	0	0
67	0	0	0
68	0	0	0
69	0	0	0
70	0	0	0
71	0	0	0
72	0	0	0
73	0	0	0
74	0	0	0
75	0	0	0
76	0	0	0
77	0	0	0
78	0	0	0
79	0	0	0
80	0	0	0
81	0	0	0
82	0	0	0
83	0	0	0
84	0	0	0
85	0	0	0
86	0	0	0
87	0	0	0
88	0	0	0
89	0	0	0
90	0	0	0
91	0	0	0
92	0	0	0
93	0	0	0
94	0	0	0
95	0	0	0
96	0	0	0
97	0	0	0
98	0	0	0
99	0	0	0
100	0	0	0
0	1	0	0
1	1	2.41267e-06	-1.6637e-06
2	1	9.85327e-06	-5.01565e-06
3	1	2.12781e-05	-6.30179e-06
4	1	3.50113e-05	-7.36385e-06
5	1	4.91404e-05	-6.97094e-06
6	1	6.21798e-05	-5.87511e-06
7	1	7.27144e-05	-4.40173e-06
8	1	7.99431e-05	-3.14321e-06
9	1	8.4179e-05	-1.28921e-06
10	1	8.46854e-05	5.9549e-07
11	1	8.1447e-05	2.61217e-06
12	1	7.46571e-05	4.58588e-06
13	1	6.42451e-05	6.66701e-06
14	1	5.01253e-05	8.69903e-06
15	1	3.18125e-05	1.05561e-05
16	1	9.8378e-06	1.23149e-05
17	1	-1.65293e-05	1.4129e-05
18	1	-4.70678e-05	1.63267e-05
19	1	-8.19588e-05	1.88805e-05
20	1	-0.000121531	2.11243e-05
21	1	-0.000165811	2.37978e-05
22	1	-0.000215631	2.63914e-05
23	1	-0.00027071	2.90987e-05
24	1	-0.000331322	3.20607e-05
25	1	-0.000397763	3.52283e-05
26	1	-0.000470319	3.83714e-05
27	1	-0.000548853	4.16802e-05
28	1	-0.000633338	4.5035e-05
29	1	-0.000724377	4.8178e-05
30	1	-0.000821529	5.11706e-05
31	1	-0.000924578	5.40343e-05
32	1	-0.00103335	5.70913e-05
33	1	-0.00114768	5.96695e-05
34	1	-0.00126648	6.19283e-05
35	1	-0.00138946	6.37913e-05
36	1	-0.00151549	6.53226e-05
37	1	-0.00164321	6.65256e-05
38	1	-0.00177232	6.69518e-05
39	1	-0.00190085	6.64204e-05
40	1	-0.00202755	6.54624e-05
41	1	-0.00215135	6.3562e-05
42	1	-0.00226998	6.08268e-05
43	1	-0.00238257	5.74347e-05
44	1	-0.00248644	5.2861e-05
45	1	-0.00258059	4.76305e-05
46	1	-0.00266303	4.11632e-05
47	1	-0.00273197	3.41468e-05
48	1	-0.00278596	2.63693e-05
49	1	-0.00282368	1.75486e-05
50	1	-0.00284386	8.29233e-06
51	1	-0.00284523	-1.58049e-06
52	1	-0.00282676	-1.17261e-05
